Job Title,Company,Location,Education,Experience,Deadline
Receptionist,BNB SECURITIES LTD,Dhaka,Bachelor/Master Degree in any discipline preferable young smart lady/gents,Na,31 Aug 2023
Trainee Executive - CDBL,BNB SECURITIES LTD,Dhaka,Bachelor/Master Degree in any discipline preferable Accounting/Finance/ Banking,Na,31 Aug 2023
Trainee Executive - Compliances,BNB SECURITIES LTD,Dhaka,Bachelor/Master Degree in any discipline preferable Accounting/Finance/ Banking,Na,31 Aug 2023
Trainee Executive - Portfolio Management,BNB SECURITIES LTD,Dhaka,Bachelor/Master Degree in any discipline preferable Accounting/Finance/ Banking,Na,31 Aug 2023
Trainee Trading Officer,BNB SECURITIES LTD,Dhaka,Bachelor/Master Degree in any discipline preferable Accounting/Finance/ Banking,Na,31 Aug 2023
Trainee Business Development Officer,BNB SECURITIES LTD,Dhaka,Bachelor/Master Degree in any discipline preferable Accounting/Finance/ Banking,Na,31 Aug 2023
Civil Engineer,Labib Group,Anywhere in Bangladesh,"B.Scs. in Civil Engineering from reupdated public university.
Candidates from BUET will get ...",3 to 5 year(s),31 Aug 2023
Personal Secretary to MD,Tradevision Limited,Dhaka,Master of Business Administration (MBA)Any reputed Public or Private University.,5 to 7 year(s),31 Aug 2023
Assistant Relationship Officer for Deploying DUTCH BANGLA BANK LIMITED,Multidrive Services Limited,"Barishal, Chattogram, Dhaka, Khulna, Mymensingh, Rajshahi, Rangpur, Sylhet","Business graduate, BSS/ B.Com/ B.Sc / BBA/ MBA even Minimum Bachelor from any University.",Na,31 Aug 2023
R & I Engineer,Dream Park International (A sister concern of Walton),Gazipur,"Bachelor in Engineering (BEngg) in BSc in Mechanical Engineer,  BSc in Electrical Engineer",2 to 4 year(s),31 Aug 2023
Sr. Manager/ AGM - HR & Compliance (Ceramics Factory),X Ceramics Group,Sreepur,MBA (HRM)/ Masters in any discipline with PGD in HRM.,At least 15 year(s),"
1 Sep 2023"
Head of Engineering (DGM/AGM),Pacific Jeans Limited,Chattogram,B.Sc in EEE/ Mechanical/Electro-Mechanical Engineering from any reputed University.,18 to 20 year(s),31 Aug 2023
Sr. Manager/ AGM- HR & Compliance,Nice Cotton Limited,Kashimpur,Masters in any Discipline; preferably in Business Administration/Public ...,6 to 10 year(s),31 Aug 2023
Executive - Process Control,For a leading garments manufacturing company,Gazipur,"Bachelor of Science (BSc) in Apparel MerchandisingB.Sc. in Textile, Production, Industrial ...",2 to 5 year(s),31 Aug 2023
Quality Control Manager,Bangladesh Development Group/ Magura Group,Anywhere in Bangladesh,Bachelor degree in any discipline,10 to 15 year(s),31 Aug 2023
Manager - Maintenance (Head of the Department),Shoe Manufacturing & Exporting Company,Chattogram,B. Sc. in Mechanical or Electrical or both from any reputed public or private University preferably ...,At least 10 year(s),31 Aug 2023
Business Manager (Automobile Lubricants),Group QA,Anywhere in Bangladesh,"At least 10 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 10 year(s),31 Aug 2023
Asst. Manager/ Deputy Manager - HR,JUBILANT FOODWORKS BANGLADESH LIMITED(Domino`s Pizza Bangladesh),Dhaka,"At least 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 5 year(s),31 Aug 2023
Intern - Marketing,SAK Consumer Products Ltd,Mirpur 13,Bachelor of Business Administration (BBA) in MarketingMaster of Business Administration (MBA) in ...,Na,31 Aug 2023
Security Guard,A Reputed Company,বাংলাদেশের যেকোনো স্থানে,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
Executive / Sr. Executive - Marketing & Sales,RR-Imperial Electricals Limited,Dhaka,Bachelor and/or Master`s Degree in Marketing from a recognized University. (Preferably in ...,Na,31 Aug 2023
Research Associate,Northern University Bangladesh,Dhaka,Masters degree in any discipline,At least 5 year(s),31 Aug 2023
Marketing Officer,Future Powertech Ltd.,Anywhere in Bangladesh,Bachelor degree in any discipline,At least 2 year(s),31 Aug 2023
Executive Coordinator to Chairman,Northern Education Group (NEG),Dhaka,Bachelor degree in any discipline,At least 5 year(s),31 Aug 2023
Marketing Strategist,Northern Education Group (NEG),Dhaka,Bachelor of Business Administration (BBA) in MarketingMaster of Business Administration (MBA) in ...,At least 5 year(s),31 Aug 2023
Senior Network Engineer - Technical Support,aamra networks limited,Banani,"Bachelor of Science (BSc) in CSE, EEE, ETE/ Master of Science (MSc) in CSE, EEE, ETE.",At least 2 year(s),31 Aug 2023
"স্যাম্পল ম্যান (কোয়ালিটি কন্ট্রোল), বসুন্ধরা কেমিক্যাল ইন্ডাস্ট্রিস লিমিটেড",Bashundhara Group,মীরসরাই,অষ্টম শ্রেণী/এস.এস.সি,1 to 2 year(s),31 Aug 2023
"Lab Analyst (QC), BCIL",Bashundhara Group,Mirsharai,B.Sc. Pass /H.S.C,1 to 2 year(s),31 Aug 2023
"Assistant Chemist (QC), BCIL",Bashundhara Group,Mirsharai,B.Sc. Honors/M.Sc. (Chemistry/Applied Chemistry & Chemical Engineering) from any reputed ...,3 to 4 year(s),31 Aug 2023
Senior Executive (Internal Audit),Momtex Expo Ltd. (Factory),Narsingdi Sadar,"Master of Business Administration (MBA)CA(CC) MIS, AIS
Preferred Professional Certification: CA ...",3 to 5 year(s),31 Aug 2023
Junior Marketing Executive,Neezer Bari Design & Construction,Lalmatia,Bachelor of Business Administration (BBA) in Marketing,Na,"
1 Sep 2023"
Transport Planner,ACE CONSULTANTS LTD.,Dhaka,Bachelor of Science (BSc)Graduation in URP/ Civil Engineering from reputed educational institute. ...,At least 7 year(s),31 Aug 2023
Production Management Officer (Lift),Walton Hi-Tech Industries PLC.,Kaliakair,Diploma in Mechanical/ Electrical from any reputed polytechnic institute.,1 to 5 year(s),"
1 Sep 2023"
Manager - Business Excellence for DBL Ceramics Ltd.,DBL Ceramics Ltd.,Dhaka,"B.Sc. in CSE or Bachelors in MIS with MBA would be given preference.
Professional certification in ...",At least 8 year(s),31 Aug 2023
Chemist (Production & Quality),Akij Particle Board Mills Ltd,"Mymensingh, Trishal",Bachelor of Science (BSc) in ChemistryMaster of Science (MSc) in Chemistry,1 to 3 year(s),31 Aug 2023
FACTORY- MANAGER,HB Group,Chattogram,Bachelor degree in any discipline,10 to 13 year(s),31 Aug 2023
"Information, Counselling, and Legal Assistance Project Manager Bangladesh","Norwegian Refugee Council, Bangladesh",Cox's Bazar,"Na
                                                        






 Deadline: 

1 Sep 2023",Na,"
1 Sep 2023"
Specialist-Internal Medicine,Bangladesh Specialized Hospital Ltd.,Dhaka,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
Executive - HR & Academic Management,The DrAcademy,Green Road,"Bachelor degree in any disciplineMBA, BBA, Computer Science will get preferance",2 to 5 year(s),31 Aug 2023
"Asst. Manager, Import/Logistics",New Asia Group,Dhaka,Master of Business Administration (MBA),At least 6 year(s),31 Aug 2023
Assistant Design Engineer,Steelmark Buildings Ltd.,Dhaka,"M.Sc./ B.Sc  in Civil Engineering from reputed  Public university (Preferable BUET, CUET, RUET, ...",At least 1 year(s),31 Aug 2023
Sr. Design Engineer,Steelmark Buildings Ltd.,Dhaka,"M.Sc. / B.SC   in Civil Engineering from reputed university (Preferable BUET, CUET, RUET, KUET)",At least 4 year(s),31 Aug 2023
Sr. Executive/Asst. Manager - Finance & Accounts,Suvastu Properties Ltd.,GULSHAN 1,"MBA in Finance from reputed university only.
CMA (Partly Qualified) is preferable.",6 to 8 year(s),31 Aug 2023
Deputy Manager - Sewing Machine Maintenance (Knit Garments),Nine 2 Nine Intimates Limited (A Sister Concern Of Yunusco Group),"Chattogram Sadar, Kalurghat Chandgaon","Bachelor of Science (BSc) in Mechanical / Electrical & Electronic Engineering/ 
Bachelor Degree in ...",At least 10 year(s),31 Aug 2023
Executive -- (E-Commerce & Digital Marketing),Electra International,"Dhaka, Badda",Diploma in ComputerBachelor of Science (BSc) in CSEBachelor of Science (BSc) in EEEThe ability ...,2 to 3 year(s),31 Aug 2023
Officer/ Senior Officer (CSR),Youngone Group - Chittagong,Chattogram,"Masters in any discipline (Preferably Science, Commerce and English Literature background) along ...",At least 5 year(s),31 Aug 2023
Customer Support Officer,Pink Solution,Aftabnagar,Bachelor`s degree in any discipline or running student,1 to 2 year(s),31 Aug 2023
Data Artist (Associate) (Morning & Afternoon Shift),Catalyst Solutions (Sister Organization of Adiva Graphics),"Chattogram, Dhaka","Bachelor of Science (BSc) in EEE, CSE, ETE, ECE, Physics, IT, Statistics, Math",Na,31 Aug 2023
Chemist - R & D,Renowned Chemical Manufacturing Company.,Gazipur,Bachelor of Science (BSc) in Chemistry,At least 2 year(s),31 Aug 2023
GM (Marketing & Merchandising),Fame Apparels Ltd.,Narayanganj,Masters degree in any discipline,At least 15 year(s),"
1 Sep 2023"
GM/DGM (Accounts & Finance),Fame Apparels Ltd.,Narayanganj Sadar,"Academic Qualification: M.Com./MBA in Finance/ Accounting from a reputed University.
Professional ...",At least 10 year(s),"
1 Sep 2023"
Senior Executive - Modern Trade,Bigdrop Distribution,Dhaka,Bachelor of Business Studies (BBS) in Marketing,At least 2 year(s),31 Aug 2023
"Officer - Knowledge Management & Advocacy, PRABRIDDHI",Swisscontact Bangladesh,Dhaka,"1 to 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",1 to 3 year(s),31 Aug 2023
IT Executive,ShopUp,Dhaka,"2 to 4 year(s)
                                                        






 Deadline: 

31 Aug 2023",2 to 4 year(s),31 Aug 2023
Coordinator,SETU,Anywhere in Bangladesh,"At least 10 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 10 year(s),31 Aug 2023
"Assistant Manager, - Sales & Business Development (Textile Chemicals)",Prime Asia Limited,Uttara,"At least 2 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 2 year(s),31 Aug 2023
Mikhael Engineering & Construction Ltd.,Chittagong Port,Bachelor of Science (BSc) in Civil Engineering,At least 5 year(s),null,t 5 year(s)
Trainee Software Engineer - Java,ServicEngine Ltd.,Dhaka,"1 to 2 year(s)
                                                        






 Deadline: 

31 Aug 2023",1 to 2 year(s),31 Aug 2023
Executive - Technical Help Desk,Data Edge Limited,Motijheel,Graduate (Any Discipline).,At least 1 year(s),31 Aug 2023
Software Engineer / .Net Developer,Data Edge Limited,Baridhara,B.Sc Engineering in CSE.,5 to 8 year(s),31 Aug 2023
Manager/ Asst. Manager Supply Chain,Maheen Accessories Limited,Narayanganj,Master of Science (MSc)MBA degree in supply chain management will be preferred,7 to 10 year(s),31 Aug 2023
Officer/ Senior Officer - Accounts and Finance,A renowned Software Development Company,Dhaka,Bachelor`s or Master`s degree in Business Administration (BBA/MBA) or MBS with a major in ...,1 to 2 year(s),31 Aug 2023
Web Application Developer,Continental Technologies (BD) Limited,"Dhaka, Narayanganj","Bachelor of Computer Application (BCA) in Software Engineering, or a related field",1 to 2 year(s),31 Aug 2023
Junior Software Tester,Continental Technologies (BD) Limited,"Dhaka, Narayanganj","Bachelor of Computer Application (BCA) in Software Engineering, or a related field",1 to 2 year(s),31 Aug 2023
Fire Sprinkler Designer,AFM GLOBAL BUSINESS LTD,Anywhere in Bangladesh,Diploma in Computer in Autocad,At least 10 year(s),31 Aug 2023
Report Writer (Ultrasound & X-ray),Al-Manar Hospital Limited,Mohammadpur,"At least 1 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,t 1 year(s)
Assistant Manager (Store) -ACSL,Anwar Group of Industries.,Gazaria,Master of Business Administration (MBA),8 to 10 year(s),31 Aug 2023
Environmental Management Specialist,A Reputed Consulting Firm,Narayanganj,Bachelor of Science (BSc) in Environmental ScienceMaster of Science (MSc) in Environmental ...,At least 15 year(s),31 Aug 2023
"Senior Counsellor, Higher Education",Mentors Migration,Gulshan,Bachelor degree in any disciplineSkills Required: Professionalism; Hardworking; Problem solving ...,At least 2 year(s),31 Aug 2023
কল সেন্টার প্রতিনিধি (মহিলা),Satkhira E-commerce,সাতক্ষীরা সদর,"At least 1 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,t 1 year(s)
App Developer,East Delta University,Chattogram,"Bachelor of Science (BSc) in CSE, ICT, or a related field
The applicants should have experience in ...",At least 2 year(s),31 Aug 2023
Accountant (Female),SSY BD. International,Dhaka,Bachelor of Business Administration (BBA) in Accounting,1 to 2 year(s),31 Aug 2023
Regional Coordinator,ShopUp,Rajshahi,"At least 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 3 year(s),31 Aug 2023
Video Editor,Celltron Electro Manufacturing Services,Dhaka,Bachelor of Arts (Pass),1 to 3 year(s),"
1 Sep 2023"
Projahnmo Research Foundation,Sylhet,"MBBS
A Diploma and/or post graduate training in medical ultrasound
Experience requirement may be ...",Na,null,Na
Marketing Manager,JER Group,Paltan,"At least 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 5 year(s),31 Aug 2023
Reservation & Ticketing Executive,JER Group,Paltan,"2 to 4 year(s)
                                                        






 Deadline: 

31 Aug 2023",2 to 4 year(s),31 Aug 2023
Therapist  (Speech & Language Occupational Therapist),Beautiful Mind,Anywhere in Bangladesh,"2 to 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",2 to 3 year(s),31 Aug 2023
